19,6486,74,1496093495,1496282477
19,11021,116,1497524067,1497720574
19,28905,245,1497371665,1497538710
19,32125,178,1497432877,1497633034
19,44465,149,1495823478,1495989884
19,45826,159,1497404224,1497624403
19,48382,78,1496456503,1496597498
19,56419,151,1497271060,1497463350
19,59799,20,1497278238,1497446583
19,63871,69,1496387556,1496572699
19,68904,176,1498478206,1498665930
30,837,176,1498714387,1498904800
30,3784,36,1494879806,1495040786
30,9780,74,1496291798,1496465039
30,17862,209,1495288176,1495443531
30,20750,178,1495116166,1495272349
30,28905,15,1498613639,1498768876
30,28905,74,1496851623,1497023444
30,28905,209,1494954947,1495159102
30,28905,209,1495564427,1495754635
30,28905,242,1498699391,1498932505
52,1390,198,1495078476,1495185211
52,28905,122,1494842318,1495016747
72,28905,11,1495116181,1495266381
72,28905,85,1496244861,1496376539
72,28905,151,1498369479,1498537243
72,28905,234,1497063999,1497294957
72,32963,65,1498102993,1498210264
73,33634,129,1497443331,1497668953
73,61419,209,1496781116,1496922826
75,49411,71,1497504802,1497707787
77,54241,178,1496761936,1496985825
84,28905,74,1497556044,1497711805
99,24940,237,1496109250,1496300897
99,42063,216,1495082293,1495278288
99,45285,20,1495159590,1495398420
106,1355,29,1495963045,1496170144
106,1776,74,1497760061,1497985819
106,1776,237,1495327013,1495502311
106,2094,151,1494798227,1494986879
106,2459,74,1497067341,1497160990
106,2880,149,1497246108,1497367240
106,3388,65,1494968501,1495180009
106,3388,237,1498592947,1498826509
106,3738,243,1496281604,1496483995
106,3784,178,1496184252,1496290004
106,3990,209,1496394823,1496594850
106,4106,237,1498608059,1498805860
106,4845,33,1495230070,1495421257
106,5474,209,1497467321,1497683205
106,6922,176,1496751228,1496923425
106,7230,109,1498592101,1498766531
106,7466,237,1495629724,1495744122
106,7685,159,1496412214,1496572296
106,9346,74,1497025420,1497157537
106,9780,33,1496232463,1496353958
106,9780,151,1496738879,1496844082
106,10151,65,1496775516,1496914608
106,11334,93,1497338292,1497540222
106,11983,171,1496155742,1496356413
106,13687,90,1496927136,1497070424
106,13714,147,1498149795,1498392597
106,13759,65,1496339548,1496481174
106,13759,176,1497800327,1498005789
106,14560,20,1495325296,1495499017
106,14601,72,1497209097,1497439773
106,15239,74,1498177444,1498340502
106,16660,178,1495246719,1495434539
106,17455,36,1496012912,1496205148
106,17455,204,1494743054,1494918223
106,18397,151,1495622867,1495752973
106,19713,85,1494858573,1495022851
106,19714,147,1495628786,1495794048
106,19804,33,1496727477,1496867741
106,20232,33,1498619691,1498765986
106,21196,31,1495706414,1495901529
106,21401,237,1497109832,1497316308
106,21426,20,1498206163,1498394300
106,21751,33,1495226371,1495395858
106,22497,20,1495643958,1495796742
106,23185,209,1498162572,1498309133
106,23667,151,1498164243,1498363618
106,24586,20,1496319406,1496460024
106,24782,8,1495356550,1495578739
106,24861,8,1495092229,1495305690
106,24861,209,1496703332,1496826159
106,25365,20,1498642029,1498777701
106,25624,20,1498113351,1498233359
106,27194,8,1496735600,1496941789
106,27850,8,1495258902,1495435073
106,28845,15,1496706027,1496843961
106,28895,37,1495180455,1495376702
106,28905,0,1497605819,1497749327
106,28905,8,1495564381,1495692183
106,28905,8,1496151253,1496329929
106,28905,8,1498663323,1498841509
106,28905,8,1498708793,1498945117
106,28905,11,1496000040,1496235071
106,28905,14,1495744166,1495935775
106,28905,17,1496801089,1497005079
106,28905,17,1496902808,1497058819
106,28905,20,1497829525,1498065715
106,28905,20,1497946453,1498112568
106,28905,20,1498658982,1498860830
106,28905,20,1498748180,1498887424
106,28905,22,1497298578,1497469188
106,28905,27,1496765015,1496946218
106,28905,33,1495415042,1495609189
106,28905,33,1496713967,1496954054
106,28905,33,1497344298,1497457459
106,28905,33,1498129979,1498265175
106,28905,33,1498489403,1498676677
106,28905,36,1496247497,1496439383
106,28905,36,1496254316,1496386396
106,28905,37,1496647445,1496853502
106,28905,64,1495160402,1495340818
106,28905,65,1495055711,1495270482
106,28905,65,1496950856,1497163300
106,28905,65,1497281274,1497396224
106,28905,65,1497682177,1497815693
106,28905,69,1496889247,1497081302
106,28905,69,1497658865,1497784339
106,28905,71,1495157668,1495313652
106,28905,71,1497032788,1497283933
106,28905,71,1498605496,1498784413
106,28905,71,1498625054,1498854879
106,28905,74,1494973516,1495162275
106,28905,74,1495366684,1495522477
106,28905,74,1495683213,1495919548
106,28905,74,1495871219,1496088540
106,28905,74,1495886223,1496026346
106,28905,74,1496447097,1496563898
106,28905,74,1496713627,1496843120
106,28905,74,1497476660,1497663918
106,28905,74,1497507726,1497639537
106,28905,74,1497635328,1497811995
106,28905,74,1498091137,1498244035
106,28905,74,1498481404,1498661204
106,28905,74,1498503422,1498635063
106,28905,78,1495590373,1495745754
106,28905,78,1496183789,1496299067
106,28905,78,1498764768,1498991660
106,28905,92,1496170189,1496366752
106,28905,93,1494914173,1495071840
106,28905,93,1495652664,1495860997
106,28905,93,1495969695,1496113565
106,28905,93,1496411534,1496603619
106,28905,96,1495476322,1495629195
106,28905,96,1497493240,1497704691
106,28905,96,1498124377,1498318222
106,28905,105,1495375841,1495557218
106,28905,105,1497612398,1497767002
106,28905,124,1495842467,1496012509
106,28905,126,1498071421,1498233357
106,28905,130,1495842471,1496041514
106,28905,143,1494630625,1494792219
106,28905,143,1495567802,1495726685
106,28905,147,1498375342,1498537682
106,28905,149,1497188526,1497416592
106,28905,151,1494977321,1495150269
106,28905,151,1495069161,1495278404
106,28905,151,1496935684,1497124655
106,28905,151,1497665063,1497882484
106,28905,151,1498238588,1498419702
106,28905,151,1498905126,1499083095
106,28905,159,1497430435,1497620068
106,28905,170,1496543482,1496706956
106,28905,170,1498384142,1498560904
106,28905,171,1498854846,1499074683
106,28905,176,1496608433,1496803795
106,28905,176,1497940072,1498121241
106,28905,176,1498786939,1498975969
106,28905,197,1496632216,1496828174
106,28905,197,1496899133,1497067803
