35,261819,12,1450279885,1450349077
37,561438,12,1447564289,1447669795
48,139003,12,1444784010,1444900992
73,68,2,1450432283,1450565346
82,259862,12,1447048482,1447115044
102,808416,12,1451227420,1451276306
135,220125,3,1450181208,1450291271
141,803293,12,1451229133,1451370821
152,687810,6,1445013495,1445055110
157,664715,12,1445823572,1445832080
173,826797,12,1449422148,1449506126
184,374747,12,1444388081,1444506217
186,709647,7,1450987355,1451043329
207,193,12,1446877895,1446987757
255,235,11,1449923431,1449979979
255,266339,12,1451469174,1451546455
259,11105,12,1445579547,1445666252
278,713836,12,1450399169,1450544311
280,138646,6,1449410976,1449469301
280,712105,14,1448224099,1448332399
317,293,12,1450606438,1450672399
343,876216,14,1446081742,1446207939
383,176809,2,1447175503,1447244135
386,293153,2,1444586682,1444686446
386,812889,12,1448272594,1448361507
388,33377,12,1444735337,1444857441
388,147668,2,1444793620,1444832678
388,419757,12,1447238547,1447301639
406,168559,11,1444380000,1444455126
430,806666,12,1449137795,1449252100
439,195104,12,1446194541,1446329549
449,415,12,1450308703,1450397480
470,836007,2,1448379777,1448519051
487,434895,12,1443632551,1443772643
521,707931,12,1448887407,1448980982
536,382150,12,1449432424,1449598344
550,72468,12,1443833837,1443905104
613,739689,14,1451171391,1451297607
616,396734,12,1449776197,1449871666
638,318102,12,1443617904,1443713850
648,317059,2,1443809961,1443906092
665,353763,12,1447750255,1447836097
717,804666,5,1445161868,1445279510
722,665,2,1448198731,1448268937
725,370858,12,1447753875,1447839228
725,375863,12,1444308478,1444420529
742,185707,12,1444466800,1444592459
779,245562,12,1447561127,1447660640
781,722,12,1444609823,1444688488
781,1250,12,1447965653,1448098095
810,802259,12,1445024185,1445066468
815,214940,12,1448000989,1448092328
816,44145,10,1449020576,1449097861
817,694300,12,1447649516,1447706157
849,682379,12,1447934637,1448080972
852,709173,12,1448690538,1448785254
907,367990,12,1446402315,1446470268
961,557237,2,1449560711,1449633610
961,803508,2,1450539446,1450626418
975,379031,12,1447967204,1448059813
1135,671990,12,1447424244,1447491504
1195,1113,10,1444242456,1444400919
1195,708657,12,1448605328,1448679793
1202,838942,12,1445863179,1445982432
1247,698927,3,1445362883,1445390073
1283,425181,6,1444678404,1444809957
1310,30912,12,1447677454,1447816210
1311,1229,12,1449870167,1449962038
1377,89243,12,1445201920,1445280679
1399,92517,10,1451228121,1451369752
1421,143664,12,1448818209,1448926078
1457,268689,4,1444981699,1445010473
1462,103400,12,1448929845,1449025316
1502,285238,12,1446156716,1446277568
1527,99214,12,1443572408,1443709660
1527,99214,12,1443621151,1443662075
1653,1554,12,1448130061,1448203864
1719,480941,2,1444277978,1444318255
1719,480941,3,1444274307,1444347205
1775,678846,10,1450190153,1450213286
1793,405681,12,1449564764,1449645863
1808,431514,12,1450261667,1450374359
1834,392425,3,1444481657,1444600086
1896,1781,3,1447465448,1447568651
1896,1781,3,1447491667,1447526384
1923,459795,12,1445315816,1445429568
1940,126654,12,1444845394,1444996917
1956,1802,12,1448546447,1448700462
1998,683878,12,1445084896,1445140810
2038,117902,10,1450346896,1450464838
2038,432046,2,1448213022,1448334415
2041,1925,12,1444848511,1444960190
2096,141669,12,1449565703,1449660533
2127,2009,12,1449084856,1449109992
2150,511372,11,1443602119,1443696260
2150,511372,11,1443616637,1443711546
2168,461913,12,1443656114,1443666414
2168,461913,12,1443734575,1443786321
2182,36215,12,1445896191,1446001211
2258,275256,12,1444092709,1444121623
2258,449577,12,1447536219,1447613955
2258,812722,12,1445042455,1445166928
2285,333982,12,1443644966,1443792345
2295,200815,2,1444867153,1445013546
2313,2186,7,1443928912,1444076653
2343,708257,4,1449745868,1449886492
2346,236362,12,1443898556,1444006433
2347,177255,12,1444798925,1444876819
2407,242294,12,1450896463,1450990026
2458,88725,2,1450267419,1450414101
2507,2368,12,1449908066,1449971036
2507,164618,12,1450319903,1450470644
2583,350900,12,1448917196,1449034072
2708,26858,12,1447281183,1447303042
2723,122121,12,1450405062,1450489439
2744,696980,12,1446137786,1446243053
2750,773847,12,1450054998,1450174107
2881,124889,4,1451123899,1451202167
2904,178303,12,1443857027,1443921626
2938,854994,12,1448353872,1448427386
2963,622374,12,1444553624,1444565783
2970,194527,14,1443832671,1443857752
3006,814086,12,1450414466,1450480125
